店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
味多美(西单商城天通苑店),2556616,蛋糕,味多美,29406,http://p0.meituan.net/poi/b2c24eb18e8931cdd65d5a59a197e8a061753.png,3.6,32,1.25,天通苑,4750,40.06688,116.414225,昌平区东小口镇天通苑五区西单商城天通苑购物中心底商1层,1,"68,",免费停车,1.2元味多美老婆饼，3.2元葡式蛋挞单粒装，8.1元味多美松松面包，9元流心芝士挞，14.9元天使乳酪蛋糕，15.2元岩烧芝士蛋糕，17.9元丹麦红豆面包，18元黑森林切块蛋糕，21元提拉米苏慕斯蛋糕，34.2元半熟芝士蛋糕，35.1元双倍芝士蛋糕，经典100水果蛋糕160元，小恐龙蛋糕188元，北极熊蛋糕188元，经典100%蛋糕196元，华尔兹水果蛋糕205元，甜蜜时光205元，福寿绵长蛋糕...;97代100元，190代200元;,周一至周日 07:30-21:00,010-84846965,29030,用心 感悟世界的美食 用艺术的灵感追逐每一个美味旋律 从世界各地采撷来的50多种健康原料 用创意的心和精湛的技术 将世界各地的美好 汇聚在你的舌尖 味多美 发现纯粹美味,,False,1,0,29030,True,False
集天鲅鱼饺子威海菜(望京店),3291297,鲁菜,,0,,4.1,49,85,望京,14,39.985945,116.47019,朝阳区望京中环南路9号2号楼2层（望京大厦2层）,2,"1490,1491,",,双人餐119元，2-3人餐160元，5-6人餐361元;85代100元;,周一至周日 06:00-22:30  2019-02-01至2019-02-12 06:00-21:00,010-64750076,29019,北京天才餐饮管理有限公司，旗下有风尚圣宴、沸腾夜话、集天味道、小舍印象、黔道、黔鼎等多个餐饮品牌。“沸腾夜话”重庆私房鱼锅，是一家专业烹制鲜活鱼类的重庆风味火锅店；第三代鲜椒冷锅鱼是店内的龙头锅底，口味麻辣醇厚，鲜香细嫩，回味悠长；简约、温馨的环境是挚爱共度、挚友邀约、至亲相聚的佳选。,,False,1,205,29019,True,False
鑫隆四季涮肉(八角畅游店),6902945,老北京火锅,,0,,4,59,95,古城/八角,172,39.910931,116.206016,石景山区八角东街25-4号（近石景山游乐园西南门）,,"3,",,2-3人餐108元，3-4人餐188元，4-6人餐268元，6-8人餐388元，8-12人餐588元;95代100元;,周一至周日 10:00-02:00,010-88916341,28995,鑫隆四季涮肉开业三十一年，肉质鲜美，不柴不膻，鲜嫩可口，口味正宗。适合家庭、朋友聚餐,,False,0,247,28995,True,False
吉野家(金树街店),529107,日式快餐,吉野家,26363,http://p1.meituan.net/poi/701df473397a9a489e7ed59bae855d8741844.png,4.1,28,1.99,金融街,16,39.917164,116.361834,西城区金城坊街9号（近金融街）,,"26,",,单人餐1.9元起，13元鱼香肉丝套餐，18元B8鸭腿饭;,"周六,周日 10:00-21:30  周一至周五 07:30-21:30  2019-02-05至2019-02-07 休息 2019-02-08至2019-02-09 10:00-15:00",010-66220986/13439371236,28984,吉野家是一家享有百年历史的著名日本牛肉饭专门店，始创於1899年，良心品质风行百年。吉野家一直以良心品质为本，所有食品均采用精选上等材料烹制而成，即叫即制，务求给予顾客最新鲜、**品质的食品。为了能令顾客无论何时何地都能品尝到少有的味美，吉野家一直始终如一地追求贯注「良心」的「真正品质」，为大家提供快速的服务，舒适的环境以及品质优良、价格合理的美食。日式快餐店。厅堂“干净明亮”，服务“快捷周到”，食物“原汁原味”，“营养健康”。牛肉饭“最经典”，肉“又嫩又香”，米饭“粒粒分明”。一些分店还连着DQ，吃完饭来份“暴风雪”，“爽就一个字”。,,False,1,362,28984,True,False
德川家日本料理(华熙店),112053372,日料自助,,0,,4.5,233,213,五棵松,17,39.908622,116.278616,海淀区复兴路69号院2号华熙LIVEhi-up东区B1层,-1,"6,",,单人午/晚餐213元起;,周一至周日 11:00-14:00 17:00-21:00,010-68280630/010-68281630,28983,,,False,1,912,28983,False,False
大厨房(良乡梅花庄店),267167,老北京火锅,大厨房,382852,http://p1.meituan.net/poi/ab9446659c95ef726674ee4ecf5c16fa73194.png,4.2,50,88,良乡,710,39.739635,116.166087,房山区梅花庄5号,,,免费停车,88代100元;,周一至周日 11:00-14:00 17:00-22:00,010-69351579,28942,大厨房火锅，创始于1996年4月26日，以经营传统涮羊肉为主。开业之初，营业面积只有80多平米，7张桌子，几名员工。发展到现在，已拥有15家直营店，随着大厨房的发展，对羊肉的需求量越来越大，公司就在内蒙古东乌珠穆沁旗建立羊肉生产基地，专供大厨房涮肉。大厨房火锅全体员工用真诚热情的服务，期待您的光临。,,False,0,90,28942,True,False
蝎王府羊蝎子(六里桥店),1652690,羊蝎子,蝎王府,997313,http://p0.meituan.net/poi/280370b5638e0210a4a90e89e331dbb725219.png,4.5,67,89.9,北京西站/六里桥,20,39.884243,116.318733,丰台区太平桥西路马连道南街（太平桥综合市场西侧）,,"100,",免费停车,2-3人餐168元，2-3人餐198元，5-6人餐298元;89.9代100元;,周一至周日 10:30-23:30,010-63486899,28896,蝎王府在我国北方已有300多年的历史，因其富含钙质而且易于吸收， 故而在民间中常有以此为土方医治骨质疏松。蝎王府经多年潜心钻研，在其原 清汤的基础上加入30多种纯天然中药材香料精心熬制老汤，以内蒙古锡盟和乌 盟两地区的5-6个月大的羔羊经泡、挑、烧、煨、焖等十几道工序方可出锅， 其味微麻、微辣、不膻不腻，既保存了原清汤火锅的营养精华，又迎合现代人 的口味。北京“蝎王府”餐饮集团不断的推陈部出新，以其卓越的品质为餐饮 业做出巨大贡献。被京城百姓誉为“京城蝎王”,,False,1,282,28896,True,False
赛百味(红桥店),1540315,西餐,,0,,4.5,28,21.7,天坛,15,39.88593,116.420609,东城区天坛路9号红桥市场B1楼（近天坛公园东门）,-1,"85,1454,84,",,21.7元美味单人餐，22元单人餐，42元欢乐双人餐，45元双人餐;,周一至周日 09:00-21:00  2019-02-03至2019-02-08 休息,010-67169252,28892,1965年的8月28日，**家赛百味在康州的布里奇波特诞生。如今在中国，赛百味已拥有300多家连锁店。赛百味正在以统一的标准、新鲜的食材、健康的食品、均衡的营养等宗旨严格要求自己，力争做到健康的快餐连锁品牌。,,False,1,51,28892,True,False
杨家火锅(望京店),6854789,重庆火锅,,0,,3.5,96,88,北苑家园,14,40.02056,116.455411,朝阳区来广营西路36号,,"1489,",,双人餐168元，3-4人餐238元;88代100元;,周一至周日 10:00-23:00  2019-08-20 休息,010-84916996,28882,,,False,1,89,28882,True,False
松子日本料理(六里桥店),106597357,日本菜,松子料理,1963465,http://p0.meituan.net/poi/4d03d6a9acabcf930e1feb4d67fa5e87153358.png,4.6,155,48,北京西站/六里桥,20,39.882505,116.29653,丰台区万丰路68号银座商城4楼,4,"1275,101,",,9.6折（买单立享）;单人餐48元起，双人餐98元起，单人午餐130元，单人午餐150元;,"周一至周五 11:30-14:00 17:00-21:30  周六,周日 11:00-14:30 17:00-22:00  非营业时段 2018-02-15至2018-02-20 14:30-17:00",010-59829566/59829565,28810,,,False,1,325,28810,False,False
慕尼黑啤酒屋,350812,德国菜,慕尼黑啤酒屋,557473,,4.6,149,88,朝外大街/世贸天阶,14,39.922224,116.439794,朝阳区三丰北里2号悠唐购物中心1层,1,"35,1258,",,双人餐278元，3-4人餐428元，4-5人餐678元，4-5人餐698元;88代100元;,周一至周日 11:00-24:00  非营业时段 2018-02-15至2018-02-15 21:00-15:00 2018-02-19至2018-02-21 21:00-15:00 2018-02-16至2018-02-18 全天,010-59096683,28799,慕尼黑啤酒屋位于北京朝阳悠唐皇冠假日酒店一层，是一家以德国特色美食为主的西餐厅。德国烤猪膝外酥里嫩、咸鲜入味；作为德国另一代表菜品，德国香肠味道浓厚，配着酸椰菜、黄芥末，再来杯德国鲜啤定能满足“大口吃肉、大口喝酒”的快感。啤酒屋里有一套专业的酿酒设备，可呈现酿造啤酒的全过程。德国酿酒师使用最新鲜的德国进口啤酒花，可酿造多种口味啤酒。700平米的餐厅拥有一个清新宜人的户外啤酒花园，可容纳200位宾客，并设有台球，桌上足球、纸牌等多种娱乐设施供宾客娱乐放松。每逢周三至周六，这里还有现场乐队演奏，营造放松愉悦的氛围。,,False,0,98,28799,True,False
辣婆婆(航天桥店),264458,川菜,辣婆婆,1033524,http://p0.meituan.net/poi/d538fb7db1d214ddb2791034807fcacb204186.png,4.1,92,90,航天桥,17,39.926695,116.287613,海淀区恩济庄18号院4号楼一、二层,,"1249,1272,1271,",,9.2折（买单立享）;双人餐188元起，2-3人餐233元;90代100元;,"周六,周日 10:00-22:00  周一至周五 10:00-14:00 16:00-22:00",010-88115143,28790,香辣虾、香辣蟹味道“没得说”，里面的配菜也“好吃”，“不够可以再添”。水煮鱼、毛血旺、馋嘴蛙这些俗菜“川味还算正”，“下饭得很”。北土城店环境最好，窗外“小月河的绿草茵茵”让人“身心愉悦”；室内“灯光柔和”，平添韵味。,,False,1,119,28790,True,False
龙腾轩(沙河店),41603980,川菜,龙腾轩,1206210,,4,57,50,沙河,4750,40.150317,116.293749,昌平区沙河镇松兰堡村百沙路西富雷公司院内（近沙河地铁站B1口）,,"211,",,50代100元，88代100元;,"周六,周日 10:30-23:00  周一至周五 10:30-14:30 17:00-23:00",010-57279188/60747833/13718061746,28728,,,False,1,236,28728,False,False
朴大叔烤肉(新源里店),160388435,韩式烤肉,,0,,3.9,111,95,左家庄,14,39.95031,116.45523,朝阳区新源街45号楼3幢1层内101,,"122,",,双人餐178元起;95代100元;,周一至周日 11:00-14:30 16:30-22:00  2019-02-03至2019-02-11 休息,010-64669190,28728,,,False,1,520,28728,False,False
味多美(嘉友大厦店),3244569,蛋糕,味多美,29406,http://p0.meituan.net/poi/b2c24eb18e8931cdd65d5a59a197e8a061753.png,4.9,39,1.25,四季青,17,39.946152,116.292933,海淀区蓝靛厂南路24号嘉友国际大厦一层（近车道沟桥）,,"1270,",无停车位,1.2元味多美老婆饼，3.2元葡式蛋挞单粒装，8.1元味多美松松面包，9元流心芝士挞，14.9元天使乳酪蛋糕，15.2元岩烧芝士蛋糕，17.9元丹麦红豆面包，18元黑森林切块蛋糕，21元提拉米苏慕斯蛋糕，34.2元半熟芝士蛋糕，35.1元双倍芝士蛋糕，经典100水果蛋糕160元，小恐龙蛋糕188元，北极熊蛋糕188元，经典100%蛋糕196元，华尔兹水果蛋糕205元，甜蜜时光205元，福寿绵长蛋糕...;97代100元，190代200元;,周一至周日 07:30-21:30,010-88400859,28711,用心 感悟世界的美食 用艺术的灵感追逐每一个美味旋律 从世界各地采撷来的50多种健康原料 用创意的心和精湛的技术 将世界各地的美好 汇聚在你的舌尖 味多美 发现纯粹美味,,False,1,0,28711,True,False
大鸭梨烤鸭店(良乡店),264285,烤鸭,大鸭梨,24976,http://p1.meituan.net/poi/a45acee85a01c13509676b448324d2f86549.png,4.1,62,88,良乡,710,39.736853,116.135732,房山区良乡西潞北大街28号,,,,满100减12（买单立享）;1-2人餐118元，双人餐199元，3-4人餐298元，6-7人餐588元，9-10人餐888元;88代100元;,周一至周日 10:30-21:30,010-69381122/4007328080,28686,大鸭梨烤鸭店，老远就看见了就会让人想象到那张憨态可掬的笑脸，夸张的卡通造型像鸭又像梨，透着一份亲切。大鸭梨的陈设典雅大方，色调明快柔和，更显独特韵味。大鸭梨的饭菜好吃不贵。不论档次高低，每一道菜都被烹制得有形有色更有味，虽是家常，却不寻常低廉的价位更是难得，许多人干脆将这里当作自家饭厅，优质烤鸭：色泽红艳，肉质细嫩，味道醇厚，肥而不腻的特色，色泽略黄，柔软淡香，夹卷其他荤素食物用，为宴席常用面点，更是家常风味小吃,,False,1,195,28686,True,False
满園薄春饼(喜隆多店),159174734,烤鸭,,0,,4.5,71,92,苹果园,172,39.922734,116.17178,石景山区阜石路300号喜隆多4层,4,"1,4884,4883,5255,",,92代100元;,周一至周日 11:00-14:00 17:30-21:00,15010779767,28635,,,False,1,277,28635,True,False
南小馆(北京SKP店),5389939,其他上海菜,南小馆,281875,http://p0.meituan.net/poi/7abbfae0521fbedd96173d0ccabbc49622713.png,4,75,12,大望路,14,39.90933,116.47852,朝阳区建国路87号北京SKPA区6层,6,"3796,21,",免费停车,每满100减5（买单立享）;单人餐12元起，双人餐158元;180代200元;,周一至周日 10:00-21:30,010-65307810,28625,北京大牌美食护照集合了9大餐饮大牌,,False,1,4,28625,True,False
黄山老妈•地道臭鳜鱼(太阳宫凯德Mall店),157760457,徽菜,,0,,4.1,92,95,太阳宫,14,39.971437,116.446795,朝阳区太阳宫中路12号凯德MALL4层,4,"120,119,",,95代100元;,周一至周日 11:00-14:00 17:00-21:00,010-84414451,28596,,,False,1,161,28596,True,False
金百万(密云店),51438786,烤鸭,金百万,26508,http://p0.meituan.net/poi/594f1eb7400911cadbee589ed64c9cb8132629.png,4.3,61,85,密云县县城,2074,40.371164,116.853997,密云区新南路63号（原众德大酒店）,,,免费提供50个停车位,2-3人餐88元;85代100元;,周一至周日 11:00-21:00,010-69087772,28554,,,False,0,115,28554,True,False
佯坊前后涮羊肉(西坝河店),5226938,老北京火锅,,0,,5,67,90,三元桥,14,39.965012,116.4356,朝阳区光熙门北里20号楼（近太阳宫医院）,,"143,144,",免费提供5个停车位,9.8折（买单立享）;双人餐128元，4人餐228元，8人餐428元;90代100元;,周一至周日 10:00-24:00,010-64227985/64207064,28523,前后涮羊肉是以老北京铜锅炭火涮羊肉为特色、另有正宗炭火羊蝎子、各种烤串、炒菜；前后涮羊肉连锁店在内蒙古拥有直供羊肉采购加工基地、坚持选用苏尼特羊种、而且选用8月龄羔羊、羊肉卢瑟健康、营养美味！,,False,0,66,28523,True,False
古井桂鱼乡·湘行记店,90730941,湘菜,,0,,5,61,93,首都机场,14,40.0498,116.59272,朝阳区机场南路西甲18号（南路西里东门进小区）,,,,双人餐168元;93代100元;,周一至周日 10:00-14:30 16:30-21:30,010-64575152/64585152,28497,,,False,1,182,28497,True,False
和畅小镇(五棵松华熙店),157056265,北京菜,,0,,4.9,84,96,五棵松,17,39.908731,116.278638,海淀区复兴路69号院2号华熙LIVEhi-up东区B1层,-1,"6,",,4人餐588元，单人餐840元;96代100元;,周一至周日 11:00-22:00,010-68156278,28495,,,False,1,330,28495,True,False
新辣道鱼火锅(肖家河店),3290496,鱼火锅,新辣道,1833433,http://p0.meituan.net/poi/26ef5d50481923db677d37085ce964e322599.png,4.2,84,91,农业大学西区,17,40.016237,116.270894,海淀区龙背村路99号院1号楼华联二层（近地铁4号线安河桥北站）,2,"42,",免费停车,每满100减9（买单立享）;双人餐169元;91代100元;,周一至周日 11:00-21:00,010-59012287,28490,新辣道所用的梭边鱼，源自四川金沙江的野生人工驯化鱼种，遵循严格的科学养殖方法，严格控制环境和池水温度，严格控制鱼的养殖密度，养殖周期仅有五十八天。自贡乃千年盐都，井盐之卤，取自百丈幽泉，未经污染，采用古法小灶，蒸云煮雾，其味中正绵厚，不枯不涩。古法腌菜，采用四川基地天然绿色生产基地的优质蔬菜，使用流传数百年的巨大土陶缸，添加小灶井盐和数十种调料，密封后将陶缸半埋入土，采用此法腌制的酸菜，自然健康，口感爽脆，醇香鲜美。,,False,1,22,28490,True,False
火齐潮汕砂锅粥(鼓楼二店),70479290,粤菜,,0,,5,60,95,安定门,15,39.940677,116.399297,东城区鼓楼东大街206号（宝钞胡同与鼓楼东大街交叉口）,,"1404,1405,1256,1403,",,双人餐179元起，3-4人餐318元;95代100元;,周一至周日 11:00-22:30  非营业时段 2018-02-15至2018-02-16 全天,010-64060800,28452,,,False,1,350,28452,True,False
潮牛庄园·潮汕鲜牛肉火锅(中关村店),93345587,潮汕牛肉火锅,潮牛庄园 鲜牛肉火锅,2883136,,4.2,88,89,中关村,17,39.976334,116.311567,海淀区通惠寺3号巴比伦酒店3楼（近地铁10号线海淀黄庄站A口）,,"109,110,48,47,",,双人餐138元，4人餐258元;89代100元;,周一至周日 11:30-14:00 17:30-21:00,010-62555757,28439,,,False,0,85,28439,True,False
苏浙汇(朝外店),266633,其他浙江菜,苏浙汇,28924,http://p0.meituan.net/poi/bfb6b7273eb15e149856030c27ddc462124627.png,5,142,78,工体,14,39.927913,116.440596,朝阳区朝阳门外大街吉庆里6号佳汇中心1-3楼,,"35,1258,36,",免费停车,4人餐488元，8人餐918元，10人餐2288元;78代100元;,周一至周日 11:00-14:00 17:30-21:30,010-65528688,28399,味道，是城市的一个符号，一种印记。每个城市都有她的味道。重庆是火锅的味道，长沙是辣的味道，昆明是春天的味道，上海是海的味道。苏浙汇，就是从上海滩脱颖而出的一个海派代表。传承与创新，精致而细腻，清新有回味。发展至今，“苏浙汇”于上海、北京、香港、澳门、苏州、杭州等地区开设二十余家分店，成为“创新上海菜”的代名词。,,False,1,64,28399,True,False
北门涮肉(南锣鼓巷店),5654938,老北京火锅,北门涮肉,260053,,4.7,87,0,东四十条,15,39.93326,116.405594,东城区地安门东大街56-1号（南锣鼓巷南口）,,"1405,1256,1404,79,",免费停车,,周一至周日 11:00-22:30  2019-09-30至2019-10-01 休息,010-64076839,28340,北门涮肉是地道的老北京风味火锅，肉嫩多汁，味道正宗，香气难挡，涮肉口味浓香醇厚，鲜香细嫩，回味悠长！节假日通用,,False,0,945,28340,True,False
北京望京凯悦酒店·Market Café咖啡厅,174856306,综合自助,,0,,3.3,248,228,望京,14,39.991241,116.475648,朝阳区广顺南大街8号院利星行中心东边北京望京凯悦酒店LG层,,"1490,1491,147,",,单人午餐228元，单人晚餐248元，单人午/晚餐268元，单人午餐298元，其他588元;,周一至周日 06:00-10:30 11:30-14:30 17:30-21:30,010-86301234,28323,,,False,0,240,28323,False,False
sälud.欧洲冻酸奶(望京SOHO店),40660210,冰淇淋,Salud冻酸奶,2883112,,4,26,20,望京,14,39.996917,116.480675,朝阳区望京阜通东大街望京SOHO塔1号楼1129（望京SOHO）,,"4170,147,1490,",,20元小杯冻酸奶，32.5元莎奴姆;,周一至周日 10:00-21:30,010-56078082,28321,,,False,1,44,28321,True,False
东方沪园大酒楼,263525,其他上海菜,东方沪园,1305114,,5,84,83,西直门/动物园,16,39.939533,116.352893,西城区西直门外大街6号中仪大厦1楼,,"24,53,130,1253,25,",免费停车,8.5折（买单立享）;83代100元;,周一至周日 11:00-14:00 17:00-21:30,010-68330321/88316128,28270,"东方沪园大酒楼位于京城黄金地带西直门外大街6号，中仪大厦首层。东与金融街相望，北与西环广场相邻，地理位置优越，交通便利，车位充足.酒楼分上下两层，一层大厅可同时容纳120人同时就餐或举办各种会议、婚礼仪式；二层12个包间风格各异,可接待高档商务宴请，是您理想的品味美食，休闲场所。
　　东方沪园是国家一级酒家、北京市守信企业、全国绿色餐饮企业、食品卫生优秀单位、北京市饮食协会理事单位、经营规范达标单位，在2007年被评为中国—风味特色餐厅的荣誉。
寻上海足迹，品家乡风味，饮西湖龙井，忆江南风光",,False,1,37,28270,True,False
黄记煌三汁焖锅(永旺梦乐城店),63029142,焖锅,黄记煌三汁焖锅,23781,http://p1.meituan.net/poi/90a7d8a1d16f9b0a1797c94847b4373656180.png,4,80,95,世界公园,20,39.81741,116.29216,丰台区丰葆路88号院1号楼永旺梦乐城4层442,4,"107,206,106,",,每满100减2（买单立享）;双人餐138元起，4人餐188元;95代100元，185代200元;,周一至周日 10:00-21:30,010-63760308,28269,,,False,1,211,28269,True,False
石器时代串吧(双井店),531005,烤串,石器时代串吧,844053,,5,69,94.9,双井,14,39.891922,116.462269,朝阳区东三环南路42号,,"128,1466,129,",免费停车,94.9代100元;,周一至周日 11:00-04:00,010-67762755,28244,在漫长的原始社会里，人类的劳动工具是用石头制成的。这其中主要使用石制工具的时代，被称为“石器时代” 。在那个时代，因为一场森林大火，人类祖先吃不到猎杀的动物，只能吃被火焰吞噬的肉，却发现烧熟的动物更美味且容易消化。自此他们从自然界的野火中取回火种小心地保存起来，让它常年不灭。有了火，人类开始“烧烤肉类”，结束了只能生食的历史，所以人类的**种烹调方法就是“烧烤”。,,False,1,219,28244,True,False
东来顺饭庄(金泉广场店),40709,老北京火锅,,0,,4.5,120,168,大屯,14,40.006057,116.412216,朝阳区大屯里312号,2,"1477,72,1480,",,2-3人餐168元，2-3人餐265元，5人餐288元起，5人餐288元起，4-5人餐399元;,周一至周日 11:00-22:00,010-64897888,28172,东来顺饭庄，要说涮肉，“自然没得挑”——“大铜锅，旺炭火”，“咕噜咕噜”烧得“真给劲”；羊肉“确实不错”，汤里“上下一滚就熟了”，蘸上“五味调和”的小料，入口“鲜嫩”，“一点不膻”。冬天去吃，“这热乎劲儿，别提多舒坦了”。唯独价钱“不便宜”，谁让人家是老字号呢，“卖的就是个名声”；,,False,1,224,28172,True,False
德川家日本料理(王府井银泰in88店),41175699,日本菜,,0,,5,226,213,王府井/东单,15,39.91582,116.41194,东城区王府井大街88号王府井银泰in88商场3层,3,"81,16,4875,",,单人午/晚餐213元起;,周一至周日 11:00-14:00 17:00-21:00,010-59785048,28146,,,False,1,368,28146,True,False
小吊梨汤(大兴宜家店),40114078,北京菜,小吊梨汤,468373,http://p0.meituan.net/poi/c353e43fdc000e2bc137d8aea7232cc945644.png,4,82,29,西红门,4752,39.789977,116.327534,大兴区欣宁街15号荟聚西红门购物中心3楼（地铁4号线西红门站A口出）,3,"5270,186,",停车位收费标准：免费提供车位,9.7折（买单立享）;双人餐29元起;97代100元;,周一至周日 11:00-21:30,010-50954788/13911228560,28112,,,False,1,122,28112,True,False
眉州东坡(鸿坤店),42907491,川菜,眉州东坡酒楼,840209,http://p1.meituan.net/poi/22f83d3ddb274d5140e7158223eb093312092.png,4,66,95,西红门,4752,39.791447,116.339784,大兴区宏福路北鸿坤广场4F,4,"5270,186,",,95代100元;,周一至周日 10:00-22:00,010-53520961/400-852-7527,28078,,,False,1,50,28078,True,False
旺顺阁鱼头泡饼(亚运村小营店),290756,北京菜,,0,,4.5,98,95,小营,14,39.9904,116.423699,朝阳区北四环东路25号房地置业大厦2楼（惠新东桥西北）,,"73,",,双人餐158元，3人餐390元起，5人餐639元起;95代100元;,周一至周日 10:00-22:00,010-59046398,28063,旺顺阁成立于1999年7月，注册资本1000万元人民币。北京主营餐饮娱乐，兼营康体休闲。至2010年8月，在职员工1500人，总餐位达2800个。下属机构有：旺顺阁海鲜广场、旺顺阁商务会馆、旺顺阁鱼头泡饼、旺顺阁经典时尚涮肉。旺顺阁以人为本，注重顾客消费感受，力求为每一位宾客提供真正意义上热情周到、礼貌微笑的超值化、亲情化服务。旺顺阁的出品更在乎客人的切身需求，选取新鲜、绿色健康的原料，以传统结合科学的工艺烹调出美味的菜肴，色淡而香远，汤清而味浓，服务于社会各界广大钟 爱中华美食，又追求健康之人士。追求卓越，创造一流。勇于否定自己，不断开创未来。,,False,1,32,28063,True,False
阳坊胜利涮羊肉(胜利老店),5314679,老北京火锅,阳坊胜利涮羊肉,1110907,http://p1.meituan.net/poi/d5fbc861f29c3ec6b4fb161b8f3d61fe204145.png,4.2,77,58,昌平区,4750,40.14113,116.14036,昌平区阳坊镇西贯市村中心北侧,,,,每满100减5（买单立享）;单人餐58元，双人餐158元，4人餐339元;95代100元;,周一至周日 09:00-22:00,010-69760232,28056,从牧养到餐桌，每一片羊肉都在可控范围内。 1.启动牧户认证体系，天然牧养 2.专业加工基地，清真屠宰工艺，科学排酸 3.全程动物检疫，质量保证 4.高效冷链储运，新鲜不流失 5.上桌奉客,,False,0,342,28056,True,False
雅玛花式铁板烧餐厅(东直门店),266814,日式铁板烧,雅玛花式铁板烧,1126945,http://p1.meituan.net/poi/98d968f4af3f0a1bddc7f8005410212855639.png,4.4,222,19.9,三里屯/工体,14,39.938073,116.434887,朝阳区东直门南大街6号 东方花园饭店2层(保利大厦北),,"37,214,145,36,",免费停车,单人午/晚餐258元起;19.9代134元;,周一至周日 11:30-14:30 17:30-22:00,010-64150648,28041,花式铁板烧，在2004年有了新意义，那一年，雅玛诞生了。带着满分诚意与过硬实力，雅玛综合了各派铁板烧之长，将传统法式、台式铁板烧赋予了“雅玛”新意义。,,False,0,31,28041,True,False
风雅小筑日料自助(西直门店),99650715,日本菜,,0,,4.6,183,38,西直门/动物园,16,39.938308,116.357299,西城区西直门南大街6号国务院第二招待东楼一层（近西二环）,,"53,24,130,25,1253,54,",,单人餐38元起，单人午/晚餐208元，双人餐268元，单人午/晚餐280元;,周一至周日 11:00-14:00 17:00-21:00,010-66008211/66186688-0139,28037,,,False,0,175,28037,False,False
宽板凳老灶火锅(南礼士路店),66498972,重庆火锅,宽板凳老灶火锅,459738,http://p1.meituan.net/poi/aa36f72f51f2b9a73daa8d99ad2c1e8023546.png,3.8,97,89.9,西便门,16,39.906276,116.350685,西城区真武庙头条路甲六号中化大厦南门对面,,"11,27,12,",,89.9代100元;,周一至周日 11:00-23:00,010-57123507,28028,,,False,0,77,28028,True,False
吉野家(杨庄北里店),5495797,日式快餐,吉野家,26363,http://p1.meituan.net/poi/701df473397a9a489e7ed59bae855d8741844.png,4,28,1.99,通州北苑,4751,39.903568,116.636373,通州区杨庄北里52号天时名苑14号楼华联天时名苑购物中心2层（近地铁八通线通州北苑站）,2,"178,",,单人餐1.9元起，13元鱼香肉丝套餐，18元B8鸭腿饭，21元B12大碗鸡肉饭，24.9元B13辣猪双拼，29元B2鸡粒辣猪套餐，2-3人餐65元;,周一至周日 09:30-21:00,010-56351766/400-819-7197,27995,吉野家是一家享有百年历史的著名日本牛肉饭专门店，始创於1899年，良心品质风行百年。吉野家一直以良心品质为本，所有食品均采用精选上等材料烹制而成，即叫即制，务求给予顾客最新鲜、**品质的食品。为了能令顾客无论何时何地都能品尝到少有的味美，吉野家一直始终如一地追求贯注「良心」的「真正品质」，为大家提供快速的服务，舒适的环境以及品质优良、价格合理的美食。日式快餐店。厅堂“干净明亮”，服务“快捷周到”，食物“原汁原味”，“营养健康”。牛肉饭“最经典”，肉“又嫩又香”，米饭“粒粒分明”。一些分店还连着DQ，吃完饭来份“暴风雪”，“爽就一个字”。,,False,1,262,27995,True,False
牧汤记湘菜,52092439,湘菜,,0,,4.4,27,28,通州北苑,4751,39.904962,116.642219,通州区新华西街58号院1号楼2层261、262、263,2,"178,",停车位收费标准：自助停车位,28元特价米线套餐，双人餐65元起，双人餐65元起;,周一至周日 10:00-22:00,010-57739956,27980,,,False,1,1,27980,True,False
边境共和国(荟聚西红门店),40515455,南洋中菜,边境东南亚小吃,2879986,http://p0.meituan.net/poi/c411a2028faf972163001f9f586a16d613483.jpg,4.2,67,94,西红门,4752,39.787884,116.326011,大兴区欣宁街15号荟聚购物中心3层,3,"186,5270,",免费停车,每满100减6（买单立享）;94代100元;,周一至周日 10:00-22:00,010-60255328,27980,,,False,0,1,27980,True,False
唇辣号重庆老火锅(五道口店),77499468,重庆火锅,,0,,5,84,89.9,五道口,17,39.99686,116.335191,海淀区5道口双清路西王庄5号楼1楼（华源世纪商务楼底商）,1,"133,1482,",,9.2折（买单立享）;89.9代100元;,周一至周日 11:00-00:00,010-62780502,27976,,,False,0,35,27976,True,False
正一味(上地华联店),362340,韩国菜,正一味,677557,http://p0.meituan.net/poi/765c8bb570f89dcc303b44be0087e44f25946.png,3.8,31,27,上地,17,40.028004,116.31121,海淀区农大南路1号硅谷亮城1号楼BHG Mall北京华联上地购物中心B1层（近上地南口）,-1,"134,",,45代50元，88代100元;,周一至周日 10:00-22:00,010-62668207,27975,韩式快餐店。“每次都点”石锅拌饭——分量“大”，辣酱“香”，和菜、饭一拌“特别有滋味”；汤类和面食也“不错”，“值得一试”。人气“很旺”，服务员“递错单子、上菜慢是常有的事”。,,False,1,54,27975,True,False
